id,count,hundredBlock,latitude,longitude,neighbourhood
2823,8,7XX E 6TH AVE,49.2650096,-123.0881844,Mount Pleasant
2824,2,7XX E 7TH AVE,49.2641056,-123.0882267,Mount Pleasant
2825,4,7XX E BROADWAY AVE,49.2622621,-123.0879527,Mount Pleasant
2826,3,7XX E GEORGIA ST,49.2781854,-123.0885349,Strathcona
2827,7,7XX E HASTINGS ST,49.2809632,-123.0884285,Strathcona
2828,2,7XX E PENDER ST,49.2799875,-123.0883692,Strathcona
2829,1,7XX GORE AVE,49.2776955,-123.0956017,Strathcona
2830,14,7XX GRANVILLE ST,49.2818047,-123.1188156,Central Business District
2831,13,7XX HAMILTON ST,49.2791006,-123.1147411,Central Business District
2832,3,7XX HAWKS AVE,49.2775277,-123.0871023,Strathcona
2833,1,7XX HELMCKEN ST,49.2788442,-123.125584,Central Business District
2834,10,7XX HOMER ST,49.2803679,-123.1155477,Central Business District
2835,19,7XX HORNBY ST,49.2830077,-123.1208179,Central Business District
2836,2,7XX HOWE ST,49.2824452,-123.1202006,Central Business District
2837,2,7XX JACKSON AVE,49.2776546,-123.093436,Strathcona
2838,6,7XX JERVIS ST,49.2873037,-123.1276057,West End
2839,4,7XX KEEFER ST,49.2788083,-123.0879092,Strathcona
2840,1,7XX KINGSWAY AVE,49.2455687,-122.7475993,Kensington-Cedar Cottage
2841,6,7XX MAIN ST,49.2779875,-123.0995454,Strathcona
2842,2,7XX MALKIN AVE,49.275031,-123.0886435,Strathcona
2843,1,7XX MILLBANK ST,49.2675197,-123.120345,Fairview
2844,8,7XX MILLYARD ST,49.2671791,-123.1207419,Fairview
2845,1,7XX NATIONAL AVE,49.2735965,-123.092704,Strathcona
2846,6,7XX NICOLA ST,49.2887892,-123.13036,West End
2847,62,7XX PACIFIC BLVD,49.2757491,-123.1106803,Central Business District
2848,2,7XX POWELL ST,49.28281,-123.0881408,Strathcona
2849,1,7XX PRIOR ST,49.2763004,-123.0890304,Strathcona
2850,2,7XX RENFREW ST,49.2778717,-123.043969,Hastings-Sunrise
2851,8,7XX RICHARDS ST,49.2806257,-123.1166814,Central Business District
2852,7,7XX ROBSON ST,49.2816822,-123.1203359,Central Business District
2853,2,7XX SALSBURY DR,49.2769766,-123.0681511,Grandview-Woodland
2854,2,7XX SAWYERS LANE,49.2666369,-123.1218194,Fairview
2855,1,7XX SEABREEZE WALK,49.2744537,-123.1330542,Central Business District
2856,1,7XX SEMLIN DR,49.2773477,-123.0634572,Grandview-Woodland
2857,1,7XX SEYMOUR ST,49.2811853,-123.117973,Central Business District
2858,24,7XX TEMPLETON DR,49.2787175,-123.0597243,Grandview-Woodland
2859,3,7XX TERMINAL AVE,49.2702319,-123.0875855,Strathcona
2860,6,7XX THURLOW ST,49.284906,-123.1241592,West End
2861,5,7XX UNION ST,49.2772064,-123.0884981,Strathcona
2862,1,7XX VICTORIA DR,49.2780204,-123.065352,Grandview-Woodland
2863,1,7XX W 10TH AVE,49.2622394,-123.1210036,Fairview
2864,1,7XX W 12TH AVE,49.2603083,-123.1209487,Fairview
2865,1,7XX W 13TH AVE,49.2593793,-123.1213132,Fairview
2866,1,7XX W 14TH AVE,49.258508,-123.1211061,Fairview
2867,7,7XX W 15TH AVE,49.2575093,-123.1211564,Fairview
2868,4,7XX W 16TH AVE,49.2569069,-123.1211952,Fairview
2869,3,7XX W 17TH AVE,49.2559166,-123.1215548,South Cambie
2870,1,7XX W 19TH AVE,49.2542151,-123.1211177,South Cambie
2871,1,7XX W 23RD AVE,49.2505121,-123.1214213,South Cambie
2872,2,7XX W 24TH AVE,49.2499147,-123.1213079,South Cambie
2873,1,7XX W 27TH AVE,49.2469322,-123.1214424,South Cambie
2874,1,7XX W 41ST AVE,49.2335375,-123.1230308,South Cambie
2875,1,7XX W 46TH AVE,49.2288873,-123.123024,Oakridge
2876,1,7XX W 61ST AVE,49.214918,-123.1217902,Marpole
2877,1,7XX W 64TH AVE,49.2121633,-123.1220827,Marpole
2878,1,7XX W 68TH AVE,49.2101329,-123.122653,Marpole
2879,1,7XX W 70TH AVE,49.2081848,-123.1227147,Marpole
2880,6,7XX W 7TH AVE,49.2649017,-123.1212919,Fairview
2881,5,7XX W 8TH AVE,49.2642237,-123.1209503,Fairview
2882,12,7XX W BROADWAY AVE,49.263009,-123.121186,Fairview
2883,1,7XX W CORDOVA ST,49.2862228,-123.1136721,Central Business District
2884,22,7XX W GEORGIA ST,49.282857,-123.1193306,Central Business District
2885,4,7XX W HASTINGS ST,49.2856641,-123.1149993,Central Business District
2886,1,7XX W KING EDWARD AVE,49.2488149,-123.1213577,South Cambie
2887,11,7XX W PENDER ST,49.2849225,-123.1157032,Central Business District
2888,1,7XX WOODLAND DR,49.2781401,-123.072489,Grandview-Woodland
2889,2,80XX CARTIER ST,49.2125524,-123.1374073,Marpole
2890,1,80XX COLUMBIA ST,49.2121854,-123.1125443,Marpole
2891,3,80XX NUNAVUT LANE,49.2118633,-123.1162428,Marpole
2892,3,81XX CAMBIE ST,49.210924,-123.1165289,Marpole
2893,1,81XX CARTIER ST,49.2118265,-123.1374413,Marpole
2894,1,81XX MONTCALM ST,49.2118735,-123.1353306,Marpole
2895,1,81XX NUNAVUT LANE,49.2112462,-123.1159263,Marpole
2896,1,81XX RIEL PL,49.2116193,-123.0279557,Killarney
2897,1,81XX SOPHIA ST,49.2117086,-123.1002498,Sunset
2898,1,82XX LORD ST,49.211424,-123.1186044,Marpole
2899,1,82XX MONTCALM ST,49.2111895,-123.1353606,Marpole
2900,3,82XX ONTARIO ST,49.210099,-123.1063155,Sunset
2901,1,83XX GRANVILLE ST,49.2104882,-123.1404576,Marpole
2902,2,83XX HUDSON ST,49.210339,-123.134036,Marpole
2903,1,84XX AQUA DR,49.2077352,-123.0633525,Victoria-Fraserview
2904,10,84XX CAMBIE ST,49.2096958,-123.1168246,Marpole
2905,1,84XX CORNISH ST,49.2099835,-123.1419056,Marpole
2906,2,84XX GRANVILLE ST,49.2099058,-123.1400932,Marpole
2907,1,84XX LAUREL ST,49.209532,-123.1260564,Marpole
2908,1,84XX OAK ST,49.209635,-123.1298918,Marpole
2909,1,84XX SOUTH SHORE CRES,49.2068261,-123.0590048,Victoria-Fraserview
2910,1,85XX CARTIER ST,49.209128,-123.1374268,Marpole
2911,1,85XX CORNISH ST,49.209128,-123.1419065,Marpole
2912,1,85XX FRASER ST,49.2065792,-123.0903128,Sunset
2913,1,85XX JELLICOE ST,49.2057776,-123.0476514,Killarney
2914,1,85XX SELKIRK ST,49.2090655,-123.1326967,Marpole
2915,27,85XX STANLEY PARK DR,49.2935296,-123.1479355,Stanley Park
2916,1,86XX CAMBIE ST,49.2073783,-123.1164862,Marpole
2917,2,86XX FREMLIN ST,49.2076484,-123.1272195,Marpole
2918,1,86XX FRENCH ST,49.2079485,-123.1388781,Marpole
2919,2,86XX HUDSON ST,49.2078198,-123.1342532,Marpole
2920,1,86XX OSLER ST,49.2076567,-123.1313946,Marpole
2921,1,86XX SELKIRK ST,49.2077872,-123.1329097,Marpole
2922,1,86XX SHAUGHNESSY ST,49.2077266,-123.1285772,Marpole
2923,1,86XX SW MARINE DR,49.2077817,-123.1419664,Marpole
2924,1,87XX CARTIER ST,49.2062975,-123.1373273,Marpole
2925,1,87XX FREMLIN ST,49.206631,-123.1272442,Marpole
2926,1,87XX LAUREL ST,49.206864,-123.126304,Marpole
2927,2,87XX OSLER ST,49.206347,-123.1313227,Marpole
2928,1,87XX SELKIRK ST,49.206198,-123.133279,Marpole
2929,2,87XX SW MARINE DR,49.2063338,-123.1419447,Marpole
2930,1,87XX YUKON ST,49.2451507,-123.1121189,Marpole
2931,1,88XX OSLER ST,49.20505,-123.1314912,Marpole
2932,2,89XX STANLEY PARK DR,49.293511,-123.1479362,Stanley Park
2933,1,8X ALEXANDER ST,49.2834629,-123.1037969,Central Business District
2934,1,8X E 1ST AVE,49.2701639,-123.1046098,Mount Pleasant
2935,1,8X E PENDER ST,49.2802779,-123.1041903,Central Business District
2936,5,8X EXPO BLVD,49.2781563,-123.1097747,Central Business District
2937,1,8X KEEFER PL,49.2793683,-123.106516,Central Business District
2938,8,8X PACIFIC BLVD,49.2770391,-123.1094532,Central Business District
2939,1,8X SW MARINE DR,49.2119743,-123.1072131,Marpole
2940,1,8X W 18TH AVE,49.2544356,-123.1052861,Riley Park
2941,19,8X W 1ST AVE,49.2699768,-123.1047712,Mount Pleasant
2942,1,8X W 23RD AVE,49.2496978,-123.1052703,Riley Park
2943,2,8X W 2ND AVE,49.2690467,-123.1047474,Mount Pleasant
2944,1,8X W 38TH AVE,49.2362294,-123.1057932,Riley Park
2945,1,8X W 47TH AVE,49.2275641,-123.1061692,Oakridge
2946,2,8X W GEORGIA ST,49.2776652,-123.1103555,Central Business District
2947,52,8X W PENDER ST,49.2804167,-123.1047155,Central Business District
2948,2,8X WALTER HARDWICK AVE,49.2709129,-123.1046474,Mount Pleasant
2949,26,8XX AVISON WAY,49.3005776,-123.1303213,Stanley Park
2950,1,8XX BEACH AVE,49.2748197,-123.1322532,Central Business District
2951,5,8XX BEATTY ST,49.2769542,-123.1146111,Central Business District
2952,1,8XX BIDWELL ST,49.2897658,-123.1345058,West End
2953,1,8XX BROUGHTON ST,49.2872609,-123.1309358,West End
2954,17,8XX BURRARD ST,49.2825314,-123.1231394,Central Business District
2955,8,8XX BUTE ST,49.285433,-123.1274891,West End
2956,9,8XX CAMBIE ST,49.277557,-123.1155718,Central Business District
2957,5,8XX CARDERO ST,49.2887806,-123.1329107,West End
2958,3,8XX CASSIAR ST,49.277156,-123.0307254,Hastings-Sunrise
2959,1,8XX COMMERCIAL DVRS N,49.2827291,-123.1207375,Grandview-Woodland
2960,4,8XX DAVIE ST,49.2781265,-123.1276946,Central Business District
2961,8,8XX DENMAN ST,49.2908795,-123.1361213,West End
2962,1,8XX DRAKE ST,49.2770462,-123.1295429,Central Business District
2963,3,8XX DUNSMUIR ST,49.2845728,-123.1178695,Central Business District
2964,3,8XX E 10TH AVE,49.2613219,-123.0860921,Mount Pleasant
2965,1,8XX E 11TH AVE,49.2603762,-123.0860171,Mount Pleasant
2966,1,8XX E 12TH AVE,49.259482,-123.0860724,Mount Pleasant
2967,2,8XX E 13TH AVE,49.2585716,-123.0862247,Mount Pleasant
2968,2,8XX E 14TH AVE,49.2576949,-123.0861691,Mount Pleasant
2969,1,8XX E 16TH AVE,49.2561641,-123.0866374,Kensington-Cedar Cottage
2970,1,8XX E 19TH AVE,49.2534572,-123.0866675,Kensington-Cedar Cottage
2971,2,8XX E 23RD AVE,49.2497856,-123.0868719,Kensington-Cedar Cottage
2972,1,8XX E 31ST AVE,49.2423488,-123.0868863,Kensington-Cedar Cottage
2973,1,8XX E 33RD AVE,49.2400683,-123.0866187,Kensington-Cedar Cottage
2974,2,8XX E 37TH AVE,49.2363564,-123.0871962,Kensington-Cedar Cottage
2975,1,8XX E 56TH AVE,49.2188629,-123.0869962,Sunset
2976,1,8XX E 6TH AVE,49.2649964,-123.0860612,Mount Pleasant
2977,10,8XX E 7TH AVE,49.2640986,-123.0859087,Mount Pleasant
2978,1,8XX E BROADWAY AVE,49.2622488,-123.0860518,Mount Pleasant
2979,5,8XX E HASTINGS ST,49.2809069,-123.0860384,Strathcona
2980,3,8XX E PENDER ST,49.2799416,-123.0860042,Strathcona
2981,1,8XX FERRY ROW,49.2674857,-123.1209522,Fairview
2982,1,8XX GILFORD ST,49.292109,-123.1372144,West End
2983,10,8XX GRANVILLE ST,49.2807097,-123.1205438,Central Business District
2984,3,8XX GREAT NORTHERN WAY,49.2652675,-123.0816217,Strathcona
2985,6,8XX GRIFFITHS WAY,49.2776421,-123.1099331,Central Business District
2986,10,8XX HAMILTON ST,49.2782503,-123.1165993,Central Business District
2987,2,8XX HAWKS AVE,49.277028,-123.0872138,Strathcona
2988,1,8XX HEATLEY AVE,49.2770557,-123.0897031,Strathcona
2989,5,8XX HELMCKEN ST,49.2794592,-123.1265542,Central Business District
2990,18,8XX HOMER ST,49.2789484,-123.1173996,Central Business District
2991,18,8XX HORNBY ST,49.2817441,-123.1224929,Central Business District
2992,4,8XX HOWE ST,49.2812416,-123.1216059,Central Business District
2993,3,8XX JACKSON AVE,49.2766749,-123.093493,Strathcona
2994,1,8XX JERVIS ST,49.2868542,-123.1281878,West End
2995,1,8XX KEEFER ST,49.2790269,-123.0860626,Strathcona
2996,1,8XX LAGOON DR,49.2933866,-123.139224,Stanley Park
2997,1,8XX MAIN ST,49.2766371,-123.0996281,Strathcona
2998,2,8XX MALKIN AVE,49.2742363,-123.0871744,Strathcona
2999,3,8XX NELSON ST,49.2802375,-123.1245385,Central Business District
3000,1,8XX NICOLA ST,49.2879744,-123.1317659,West End
3001,1,8XX NOOTKA ST,49.2769552,-123.0410849,Hastings-Sunrise
3002,1,8XX PACIFIC ST,49.2759317,-123.1308687,Central Business District
3003,1,8XX PRIOR ST,49.2765239,-123.0861046,Strathcona
3004,1,8XX RICHARDS ST,49.2795167,-123.1185462,Central Business District
3005,1,8XX ROBSON ST,49.2823464,-123.1213382,Central Business District
3006,1,8XX SALSBURY DR,49.2769766,-123.0681511,Grandview-Woodland
3007,1,8XX SAWCUT AVE,49.2672086,-123.1210243,Fairview
3008,1,8XX SAWYERS LANE,49.2666369,-123.1218194,Fairview
3009,19,8XX SEYMOUR ST,49.2800945,-123.1194824,Central Business District
3010,5,8XX SMITHE ST,49.2819828,-123.1219603,Central Business District
3011,1,8XX SW MARINE DR,49.2058596,-123.1263713,Marpole
3012,2,8XX TERMINAL AVE,49.2700721,-123.0863702,Strathcona
3013,3,8XX THURLOW ST,49.2838879,-123.1255608,West End
3014,6,8XX UNION ST,49.2772232,-123.0861861,Strathcona
3015,1,8XX VICTORIA DR,49.2769289,-123.0653973,Grandview-Woodland
3016,2,8XX W 10TH AVE,49.262404,-123.1231878,Fairview
3017,33,8XX W 12TH AVE,49.2605204,-123.1224744,Fairview
3018,2,8XX W 13TH AVE,49.2594114,-123.1232062,Fairview
3019,2,8XX W 14TH AVE,49.2584555,-123.1233755,Fairview
3020,2,8XX W 15TH AVE,49.2575981,-123.1230351,Fairview
3021,1,8XX W 16TH AVE,49.2568552,-123.122515,South Cambie
3022,1,8XX W 17TH AVE,49.2559734,-123.1232311,South Cambie
3023,1,8XX W 18TH AVE,49.2549988,-123.1232856,South Cambie
3024,2,8XX W 19TH AVE,49.2541881,-123.1233248,South Cambie
3025,1,8XX W 6TH AVE,49.2658135,-123.1233139,Fairview
3026,3,8XX W 7TH AVE,49.2649777,-123.122711,Fairview
3027,6,8XX W 8TH AVE,49.2641667,-123.1231581,Fairview
3028,7,8XX W BROADWAY AVE,49.2632747,-123.1227562,Fairview
3029,2,8XX W CORDOVA ST,49.2865887,-123.114212,Central Business District
3030,10,8XX W GEORGIA ST,49.2830797,-123.1201789,Central Business District
3031,9,8XX W HASTINGS ST,49.2863435,-123.1159796,Central Business District
3032,8,8XX W PENDER ST,49.2855694,-123.1166396,Central Business District
3033,1,900K DAVIE ST,49.2783445,-123.1283978,Central Business District
3034,1,91XX STANLEY PARK DR,49.293504,-123.1479364,Stanley Park
3035,2,9X ALEXANDER ST,49.2834629,-123.1037969,Central Business District
3036,1,9X E 14TH AVE,49.2586522,-123.1048883,Mount Pleasant
3037,1,9X E 1ST AVE,49.2711637,-123.10457,Mount Pleasant
3038,1,9X E 24TH AVE,49.2487763,-123.0410071,Riley Park
3039,15,9X E 2ND AVE,49.2694523,-123.1042538,Mount Pleasant
3040,1,9X E 64TH AVE,49.2123486,-123.1054992,Sunset
3041,2,9X KEEFER PL,49.2792432,-123.1044569,Central Business District
3042,2,9X SMITHE ST,49.2740525,-123.1146505,Central Business District
3043,1,9X W 17TH AVE,49.2558675,-123.1054089,Riley Park
3044,1,9X W 2ND AVE,49.269451,-123.1049628,Mount Pleasant
3045,6,9XX BEACH AVE,49.2755306,-123.1334086,Central Business District
3046,10,9XX BEATTY ST,49.2760265,-123.1160523,Central Business District
3047,2,9XX BROUGHTON ST,49.2863956,-123.1322349,West End
3048,89,9XX BURRARD ST,49.2815391,-123.125457,Central Business District
3049,4,9XX BUTE ST,49.2843197,-123.1292595,West End
3050,3,9XX CAMBIE ST,49.2763452,-123.1173369,Central Business District
3051,50,9XX CANADA PL,49.2876246,-123.1136344,Central Business District
3052,5,9XX CARDERO ST,49.2876281,-123.1347691,West End
3053,2,9XX CHILCO ST,49.2917759,-123.1408383,West End
3054,1,9XX CLARK DR,49.2761035,-123.0769487,Grandview-Woodland
3055,4,9XX COMMERCIAL DR,49.2760701,-123.0692635,Grandview-Woodland
3056,3,9XX COOPERAGE WAY,49.2738099,-123.1134611,Central Business District
3057,3,9XX DAVIE ST,49.2785851,-123.1287858,Central Business District
3058,3,9XX DENMAN ST,49.289825,-123.1376408,West End
3059,2,9XX DRAKE ST,49.2775815,-123.1304686,Central Business District
3060,1,9XX E 10TH AVE,49.2612176,-123.0842535,Mount Pleasant
3061,2,9XX E 11TH AVE,49.2603779,-123.084087,Mount Pleasant
3062,2,9XX E 13TH AVE,49.2586577,-123.0841663,Mount Pleasant
3063,1,9XX E 14TH AVE,49.2576054,-123.0841836,Mount Pleasant
3064,1,9XX E 15TH AVE,49.2567795,-123.0844219,Mount Pleasant
3065,2,9XX E 16TH AVE,49.2561255,-123.0844264,Mount Pleasant
3066,1,9XX E 17TH AVE,49.2551703,-123.0845675,Kensington-Cedar Cottage
3067,1,9XX E 19TH AVE,49.2536333,-123.0846659,Kensington-Cedar Cottage
3068,1,9XX E 21ST AVE,49.2516084,-123.0845207,Kensington-Cedar Cottage
3069,1,9XX E 23RD AVE,49.2497518,-123.0846171,Kensington-Cedar Cottage
3070,1,9XX E 39TH AVE,49.2341054,-123.0867247,Kensington-Cedar Cottage
3071,1,9XX E 8TH AVE,49.2631601,-123.0841478,Mount Pleasant
3072,3,9XX E BROADWAY AVE,49.2622159,-123.0842003,Mount Pleasant
3073,8,9XX E HASTINGS ST,49.2810202,-123.0833718,Strathcona
3074,3,9XX EVANS AVE,49.2708006,-123.0827372,Strathcona
3075,14,9XX EXPO BLVD,49.2753683,-123.1153131,Central Business District
3076,15,9XX GRANVILLE ST,49.2795812,-123.1220135,Central Business District
3077,1,9XX HELMCKEN ST,49.2801491,-123.127601,Central Business District
3078,4,9XX HOMER ST,49.2777208,-123.1194128,Central Business District
3079,15,9XX HORNBY ST,49.281042,-123.1242649,Central Business District
3080,3,9XX HOWE ST,49.2802145,-123.123084,Central Business District
3081,4,9XX JERVIS ST,49.2856133,-123.1306609,West End
3082,1,9XX KINGSWAY AVE,49.2540804,-123.0846822,Kensington-Cedar Cottage
3083,5,9XX LAMEYS MILL RD,49.2663607,-123.1270624,Fairview
3084,15,9XX MAIN ST,49.2759394,-123.09938,Central Business District
3085,17,9XX MAINLAND ST,49.2766012,-123.1190284,Central Business District
3086,6,9XX NELSON ST,49.2812335,-123.1260632,Central Business District
3087,1,9XX NOOTKA ST,49.2758517,-123.0410452,Hastings-Sunrise
3088,5,9XX PACIFIC ST,49.2767579,-123.1320988,Central Business District
3089,1,9XX PRINCESS AVE,49.2759278,-123.0915313,Strathcona
3090,12,9XX RICHARDS ST,49.2783974,-123.1201182,Central Business District
3091,2,9XX RINGWOOD AVE,49.2437578,-123.0847867,Kensington-Cedar Cottage
3092,1,9XX ROBSON ST,49.2829654,-123.1222943,Central Business District
3093,2,9XX SALSBURY DR,49.2759354,-123.0673548,Grandview-Woodland
3094,5,9XX SCHOOL GR,49.2374547,-123.1529549,Fairview
3095,2,9XX SEMLIN DR,49.2758397,-123.0634237,Grandview-Woodland
3096,7,9XX SEYMOUR ST,49.2790896,-123.1209398,Central Business District
3097,4,9XX SMITHE ST,49.2815848,-123.1237973,Central Business District
3098,1,9XX STATION ST,49.2725101,-123.0980535,Strathcona
3099,1,9XX TERMINAL AVE,49.2696521,-123.0826697,Strathcona
3100,2,9XX THURLOW ST,49.2834397,-123.1266346,West End
3101,11,9XX W 10TH AVE,49.261957,-123.1249504,Fairview
3102,2,9XX W 12TH AVE,49.2605238,-123.1254274,Fairview
3103,5,9XX W 13TH AVE,49.259505,-123.1257357,Fairview
3104,6,9XX W 14TH AVE,49.2584954,-123.1255392,Fairview
3105,3,9XX W 15TH AVE,49.2576706,-123.1260698,Fairview
3106,3,9XX W 16TH AVE,49.2569713,-123.1256642,Fairview
3107,2,9XX W 18TH AVE,49.2552826,-123.1270093,South Cambie
3108,2,9XX W 20TH AVE,49.2533219,-123.1260437,South Cambie
3109,1,9XX W 22ND AVE,49.2514972,-123.1260627,South Cambie
3110,1,9XX W 38TH AVE,49.2352417,-123.1259241,South Cambie
3111,3,9XX W 41ST AVE,49.2334428,-123.1267225,Oakridge
3112,1,9XX W 43RD AVE,49.2318928,-123.1278673,Oakridge
3113,1,9XX W 57TH AVE,49.2188755,-123.1273545,Marpole
3114,2,9XX W 6TH AVE,49.2658056,-123.1255624,Fairview
3115,1,9XX W 71ST AVE,49.2065427,-123.1291825,Marpole
3116,5,9XX W 7TH AVE,49.2649718,-123.1255075,Fairview
3117,2,9XX W 8TH AVE,49.263998,-123.1254424,Fairview
3118,5,9XX W BROADWAY AVE,49.263169,-123.1255685,Fairview
3119,4,9XX W CORDOVA ST,49.2873345,-123.1152692,Central Business District
3120,4,9XX W GEORGIA ST,49.2841589,-123.1210072,Central Business District
3121,7,9XX W HASTINGS ST,49.286566,-123.1164312,Central Business District
3122,1,9XX W KING EDWARD AVE,49.2491038,-123.1253854,South Cambie
3123,2,9XX W PENDER ST,49.2862702,-123.1173164,Central Business District
3124,5,ABBOTT ST / EXPO BLVD,49.2786163,-123.1076226,Central Business District
3125,19,ABBOTT ST / KEEFER PL,49.2796866,-123.1076003,Central Business District
3126,13,ABBOTT ST / W CORDOVA ST,49.282952,-123.1067515,Central Business District
3127,18,ABBOTT ST / W HASTINGS ST,49.282003,-123.1072,Central Business District
3128,10,ABBOTT ST / W PENDER ST,49.2810977,-123.1075616,Central Business District
3129,10,ABBOTT ST / WATER ST,49.2838557,-123.1064112,Central Business District
3130,1,ALBERNI ST / BUTE ST,49.2867031,-123.125937,West End
3131,2,ALBERNI ST / DENMAN ST,49.2921847,-123.1343684,West End
3132,1,ALBERNI ST / GILFORD ST,49.2932183,-123.1359354,West End
3133,1,ALBERNI ST / JERVIS ST,49.2877389,-123.1274933,West End
3134,1,ALBERNI ST / NICOLA ST,49.2893921,-123.1300516,West End
3135,1,ALBERNI ST / THURLOW ST,49.2853204,-123.1237889,West End
3136,1,ALBERTA ST / W 49TH AVE,49.2260008,-123.1129455,Oakridge
3137,1,ALBERTA ST / W 5TH AVE,49.2665919,-123.110803,Mount Pleasant
3138,3,ALBERTA ST / W 8TH AVE,49.263882,-123.1109114,Mount Pleasant
3139,4,ALBERTA ST / W BROADWAY AVE,49.2631445,-123.1109418,Mount Pleasant
3140,1,ALDER CRSS / W 6TH AVE,49.2665784,-123.1622946,Fairview
3141,1,ALDER ST / W 12TH AVE,49.2606641,-123.1314556,Fairview
3142,1,ALDER ST / W 13TH AVE,49.259695,-123.1314848,Fairview
3143,1,ALDER ST / W 6TH AVE,49.2660574,-123.1312879,Fairview
3144,1,ALDER ST / W BROADWAY AVE,49.2634871,-123.1313812,Fairview
3145,1,ALEXANDER ST / DUNLEVY AVE,49.284008,-123.0952617,Strathcona
3146,1,ALEXANDER ST / HEATLEY AVE,49.2839073,-123.0893236,Strathcona
3147,3,ALEXANDER ST / MAIN ST,49.2840887,-123.0995227,Strathcona
3148,1,ALMA ST / SW MARINE DR,49.231177,-123.186897,Dunbar-Southlands
3149,2,ALMA ST / W 4TH AVE,49.2686236,-123.1856994,Kitsilano
3150,2,ALMA ST / W BROADWAY AVE,49.2643679,-123.1858577,Kitsilano
3151,3,ANDERSON ST / CARTWRIGHT ST,49.2706389,-123.1359839,Fairview
3152,3,ANDERSON ST / JOHNSTON ST,49.2718346,-123.1349207,Fairview
3153,1,AQUARIUS MEWS / MARINASIDE CRES,49.2734437,-123.1187866,Central Business District
3154,1,ARBUTUS ST / CORNWALL AVE,49.272547,-123.1526112,Kitsilano
3155,1,ARBUTUS ST / CREELMAN AVE,49.2745279,-123.1524976,Kitsilano
3156,2,ARBUTUS ST / NANTON AVE,49.2476322,-123.153305,Arbutus Ridge
3157,2,ARBUTUS ST / W 11TH AVE,49.2619475,-123.1530664,Kitsilano
3158,2,ARBUTUS ST / W 12TH AVE,49.2610131,-123.1530467,Kitsilano
3159,1,ARBUTUS ST / W 14TH AVE,49.259152,-123.153111,Kitsilano
3160,1,ARBUTUS ST / W 4TH AVE,49.268156,-123.1528035,Kitsilano
3161,1,ARBUTUS ST / W 5TH AVE,49.267286,-123.1527952,Kitsilano
3162,2,ARBUTUS ST / W BROADWAY AVE,49.263783,-123.1529284,Kitsilano
3163,1,ARBUTUS ST / W KING EDWARD AVE,49.2514557,-123.1529898,Arbutus Ridge
3164,1,ARBUTUS ST / WEST BLVD,49.2382959,-123.15545,Arbutus Ridge
3165,2,ASH ST / W 10TH AVE,49.2622946,-123.1175378,Fairview
3166,8,ASH ST / W 12TH AVE,49.2604938,-123.1176211,Fairview
3167,1,ASH ST / W 2ND AVE,49.2659589,-123.1174433,Fairview
3168,1,ASH ST / W 6TH AVE,49.2659589,-123.1174433,Fairview
3169,1,ASH ST / W 8TH AVE,49.2641817,-123.1175104,Fairview
3170,4,ATHLETES WAY / MANITOBA ST,49.2715482,-123.1066409,Mount Pleasant
3171,1,ATHLETES WAY / ONTARIO ST,49.2715196,-123.104587,Mount Pleasant
3172,3,ATHLETES WAY / SALT ST,49.2715377,-123.1060585,Mount Pleasant
3173,1,ATLIN ST / E 27TH AVE,49.2462739,-123.0458411,Renfrew-Collingwood
3174,1,AVISON WAY / STANLEY PARK DR,49.3025733,-123.129157,Stanley Park
3175,5,BALACLAVA ST / W BROADWAY AVE,49.2641974,-123.1739738,Kitsilano
3176,1,BALSAM ST / W 4TH AVE,49.2682556,-123.1598706,Kitsilano
3177,2,BALSAM ST / YORK AVE,49.2717835,-123.1597679,Kitsilano
3178,1,BARCLAY ST / BROUGHTON ST,49.2841645,-123.1281083,West End
3179,12,BARCLAY ST / BURRARD ST,49.2818935,-123.1249206,West End
3180,1,BARCLAY ST / CHILCO ST,49.2919812,-123.1405212,West End
3181,1,BARCLAY ST / LAGOON DR,49.2929329,-123.1419164,Stanley Park
3182,2,BAYSWATER ST / W BROADWAY AVE,49.2641412,-123.171212,Kitsilano
3183,1,BEACH AVE / BROUGHTON ST,49.2815863,-123.1394833,West End
3184,1,BEACH AVE / BURRARD ST,49.2759934,-123.1337743,West End
3185,1,BEACH AVE / BUTE ST,49.2792841,-123.1371415,West End
3186,1,BEACH AVE / CHILCO ST,49.2895074,-123.144282,West End
3187,3,BEACH AVE / DAVIE ST,49.2876206,-123.1424087,West End
3188,1,BEACH AVE / GRANVILLE ST,49.27539,-123.132935,Central Business District
3189,2,BEACH AVE / HOWE ST,49.274733,-123.1317964,Central Business District
3190,1,BEACH AVE / STANLEY PARK DR,49.2905956,-123.146151,Stanley Park
3191,1,BEACH CRES / HOMER MEWS,49.2715657,-123.1269575,Central Business District
3192,1,BEACH CRES / HOMER ST,49.2715657,-123.1269575,Central Business District
3193,3,BEATTY ST / DUNSMUIR ST,49.2798502,-123.1105849,Central Business District
3194,1,BEATTY ST / DUNSMUIR VIA,49.2793686,-123.1106133,Central Business District
3195,4,BEATTY ST / ROBSON ST,49.2775846,-123.1139866,Central Business District
3196,1,BEATTY ST / SMITHE ST,49.2765173,-123.115586,Central Business District
3197,7,BEATTY ST / W PENDER ST,49.2812506,-123.1084226,Central Business District
3198,1,BEGG ST / TERMINAL AVE,49.2706208,-123.0876424,Strathcona
